Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.03.A.02,13-0395.03.A,2,13-0395.03,Procedure,2,13-0395,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,93
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.03.A.03,13-0395.03.A,3,13-0395.03,Procedure,3,13-0395,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,94
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.03.A.04,13-0395.03.A,4,13-0395.03,Procedure,4,13-0395,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,95
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.A.01,13-0395.04.A,1,13-0395.04,Force,1,13-0395,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,96
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.A.02,13-0395.04.A,2,13-0395.04,Force,2,13-0395,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,97
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.A.03,13-0395.04.A,3,13-0395.04,Force,3,13-0395,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,98
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.A.04,13-0395.04.A,4,13-0395.04,Force,4,13-0395,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,99
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.B.01,13-0395.04.B,1,13-0395.04,Force,5,13-0395,15,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,100
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.B.02,13-0395.04.B,2,13-0395.04,Force,6,13-0395,16,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,101
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.B.03,13-0395.04.B,3,13-0395.04,Force,7,13-0395,17,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,102
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.B.04,13-0395.04.B,4,13-0395.04,Force,8,13-0395,18,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,103
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.C.01,13-0395.04.C,1,13-0395.04,Force,9,13-0395,19,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,104
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.C.02,13-0395.04.C,2,13-0395.04,Force,10,13-0395,20,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,105
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.C.03,13-0395.04.C,3,13-0395.04,Force,11,13-0395,21,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,106
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.04.C.04,13-0395.04.C,4,13-0395.04,Force,12,13-0395,22,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,107
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.05.A.01,13-0395.05.A,1,13-0395.05,Procedure,1,13-0395,23,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,108
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.05.A.02,13-0395.05.A,2,13-0395.05,Procedure,2,13-0395,24,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,109
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.05.A.03,13-0395.05.A,3,13-0395.05,Procedure,3,13-0395,25,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,110
Citizen,2013,2013,2013,2013/04/21 00:00:00+00,2013/04/22 00:00:00+00,2013/08/20 00:00:00+00,265,13-0395.05.A.04,13-0395.05.A,4,13-0395.05,Procedure,4,13-0395,26,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,111
Citizen,2013,2013,2014,2013/04/26 00:00:00+00,2013/05/15 00:00:00+00,2014/07/23 00:00:00+00,233,13-0457.01.A.01,13-0457.01.A,1,13-0457.01,Force,1,13-0457,1,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,112
Citizen,2013,2013,2014,2013/04/26 00:00:00+00,2013/05/15 00:00:00+00,2014/07/23 00:00:00+00,233,13-0457.01.A.02,13-0457.01.A,2,13-0457.01,Force,2,13-0457,2,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,113
Citizen,2013,2013,2014,2013/04/26 00:00:00+00,2013/05/15 00:00:00+00,2014/07/23 00:00:00+00,233,13-0458.01.A.01,13-0458.01.A,1,13-0458.01,Force,1,13-0458,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,114
Citizen,2013,2013,2014,2013/04/26 00:00:00+00,2013/05/15 00:00:00+00,2014/07/23 00:00:00+00,233,13-0458.02.A.01,13-0458.02.A,1,13-0458.02,Courtesy,1,13-0458,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,115
Citizen,2013,2013,2014,2013/04/26 00:00:00+00,2013/05/15 00:00:00+00,2014/07/23 00:00:00+00,233,13-0458.03.A.01,13-0458.03.A,1,13-0458.03,Satellite,1,13-0458,3,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,116
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.A.01,13-0441.01.A,1,13-0441.01,Force,1,13-0441,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,117
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.A.02,13-0441.01.A,2,13-0441.01,Force,2,13-0441,2,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,118
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.A.03,13-0441.01.A,3,13-0441.01,Force,3,13-0441,3,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,119
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.B.01,13-0441.01.B,1,13-0441.01,Force,4,13-0441,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,120
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.B.02,13-0441.01.B,2,13-0441.01,Force,5,13-0441,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,121
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.B.03,13-0441.01.B,3,13-0441.01,Force,6,13-0441,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,122
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.C.01,13-0441.01.C,1,13-0441.01,Force,7,13-0441,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,123
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.C.02,13-0441.01.C,2,13-0441.01,Force,8,13-0441,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,124
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.01.C.03,13-0441.01.C,3,13-0441.01,Force,9,13-0441,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,125
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.02.A.01,13-0441.02.A,1,13-0441.02,Procedure,1,13-0441,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,126
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.02.A.02,13-0441.02.A,2,13-0441.02,Procedure,2,13-0441,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,127
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.02.A.03,13-0441.02.A,3,13-0441.02,Procedure,3,13-0441,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,128
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.02.A.04,13-0441.02.A,4,13-0441.02,Procedure,4,13-0441,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,129
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0441.03.A.01,13-0441.03.A,1,13-0441.03,Courtesy,1,13-0441,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,130
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0444.01.A.01,13-0444.01.A,1,13-0444.01,Procedure,1,13-0444,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,131
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0444.01.A.02,13-0444.01.A,2,13-0444.01,Procedure,2,13-0444,2,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,132
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0444.02.A.01,13-0444.02.A,1,13-0444.02,Force,1,13-0444,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,133
Citizen,2013,2013,2014,2013/04/30 00:00:00+00,2013/05/06 00:00:00+00,2014/08/04 00:00:00+00,261,13-0444.02.A.02,13-0444.02.A,2,13-0444.02,Force,2,13-0444,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,134
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.01.A.01,13-0455.01.A,1,13-0455.01,Procedure,1,13-0455,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,1,0,0,1,135
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.01.A.02,13-0455.01.A,2,13-0455.01,Procedure,2,13-0455,2,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,1,0,0,1,136
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.A.01,13-0455.02.A,1,13-0455.02,Force,1,13-0455,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,137
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.A.02,13-0455.02.A,2,13-0455.02,Force,2,13-0455,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,138
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.B.01,13-0455.02.B,1,13-0455.02,Force,3,13-0455,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,139
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.B.02,13-0455.02.B,2,13-0455.02,Force,4,13-0455,6,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,140
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.C.01,13-0455.02.C,1,13-0455.02,Force,5,13-0455,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,141
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.C.02,13-0455.02.C,2,13-0455.02,Force,6,13-0455,8,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,142
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.D.01,13-0455.02.D,1,13-0455.02,Force,7,13-0455,9,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,1,0,0,1,143
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.E.01,13-0455.02.E,1,13-0455.02,Force,8,13-0455,10,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,1,0,0,1,144
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.02.E.02,13-0455.02.E,2,13-0455.02,Force,9,13-0455,11,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,1,0,0,1,145
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.03.A.01,13-0455.03.A,1,13-0455.03,Courtesy,1,13-0455,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,146
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.03.A.02,13-0455.03.A,2,13-0455.03,Courtesy,2,13-0455,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,147
Internal,2013,2013,2013,2013/05/01 00:00:00+00,2013/05/13 00:00:00+00,2013/10/30 00:00:00+00,233,13-0455.04.A.01,13-0455.04.A,1,13-0455.04,Satellite,1,13-0455,14,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,148
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.01.A.01,13-0552.01.A,1,13-0552.01,Procedure,1,13-0552,1,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,149
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.01.A.02,13-0552.01.A,2,13-0552.01,Procedure,2,13-0552,2,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,150
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.02.A.01,13-0552.02.A,1,13-0552.02,Force,1,13-0552,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,151
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.02.A.02,13-0552.02.A,2,13-0552.02,Force,2,13-0552,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,152
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.04.A.01,13-0552.04.A,1,13-0552.04,Procedure,1,13-0552,7,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,153
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.04.A.02,13-0552.04.A,2,13-0552.04,Procedure,2,13-0552,8,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,154
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.05.A.01,13-0552.05.A,1,13-0552.05,Courtesy,1,13-0552,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,155
Citizen,2013,2013,2013,2013/05/31 00:00:00+00,2013/06/04 00:00:00+00,2013/12/31 00:00:00+00,287,13-0552.05.A.02,13-0552.05.A,2,13-0552.05,Courtesy,2,13-0552,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,156
Citizen,2013,2013,2014,2013/06/09 00:00:00+00,2013/06/17 00:00:00+00,2014/01/29 00:00:00+00,245,13-0603.01.A.01,13-0603.01.A,1,13-0603.01,Procedure,1,13-0603,1,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,1,0,1,1,157
Citizen,2013,2013,2014,2013/06/09 00:00:00+00,2013/06/17 00:00:00+00,2014/01/29 00:00:00+00,245,13-0603.01.B.01,13-0603.01.B,1,13-0603.01,Procedure,2,13-0603,2,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,158
Citizen,2013,2013,2014,2013/06/09 00:00:00+00,2013/06/17 00:00:00+00,2014/01/29 00:00:00+00,245,13-0603.02.A.01,13-0603.02.A,1,13-0603.02,Procedure,1,13-0603,3,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,1,0,0,1,159
Citizen,2013,2013,2014,2013/06/09 00:00:00+00,2013/06/17 00:00:00+00,2014/01/29 00:00:00+00,245,13-0603.03.A.01,13-0603.03.A,1,13-0603.03,Force,1,13-0603,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,160
Citizen,2013,2013,2014,2013/06/09 00:00:00+00,2013/06/17 00:00:00+00,2014/01/29 00:00:00+00,245,13-0603.04.A.01,13-0603.04.A,1,13-0603.04,Satellite,1,13-0603,5,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,161
Internal,2013,2013,2014,2013/06/27 00:00:00+00,2013/06/27 00:00:00+00,2014/09/15 00:00:00+00,237,13-0639.01.A.01,13-0639.01.A,1,13-0639.01,Force,1,13-0639,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,162
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.01.A.01,13-0692.01.A,1,13-0692.01,Procedure,1,13-0692,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,163
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.01.A.02,13-0692.01.A,2,13-0692.01,Procedure,2,13-0692,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,164
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.01.A.03,13-0692.01.A,3,13-0692.01,Procedure,3,13-0692,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,165
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.01.A.04,13-0692.01.A,4,13-0692.01,Procedure,4,13-0692,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,166
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.02.A.01,13-0692.02.A,1,13-0692.02,Force,1,13-0692,5,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,167
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.02.A.02,13-0692.02.A,2,13-0692.02,Force,2,13-0692,6,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,168
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.02.A.03,13-0692.02.A,3,13-0692.02,Force,3,13-0692,7,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,169
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.02.A.04,13-0692.02.A,4,13-0692.02,Force,4,13-0692,8,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,170
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.03.A.01,13-0692.03.A,1,13-0692.03,Procedure,1,13-0692,9,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,171
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.03.A.02,13-0692.03.A,2,13-0692.03,Procedure,2,13-0692,10,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,172
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.03.A.03,13-0692.03.A,3,13-0692.03,Procedure,3,13-0692,11,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,173
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.03.A.04,13-0692.03.A,4,13-0692.03,Procedure,4,13-0692,12,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,174
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.04.A.01,13-0692.04.A,1,13-0692.04,Courtesy,1,13-0692,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,175
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.05.A.01,13-0692.05.A,1,13-0692.05,Courtesy,1,13-0692,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,176
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.06.A.01,13-0692.06.A,1,13-0692.06,Procedure,1,13-0692,15,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,177
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.06.A.02,13-0692.06.A,2,13-0692.06,Procedure,2,13-0692,16,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,178
Citizen,2013,2013,2013,2013/07/16 00:00:00+00,2013/07/18 00:00:00+00,2013/11/25 00:00:00+00,243,13-0692.06.A.03,13-0692.06.A,3,13-0692.06,Procedure,3,13-0692,17,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,179
Internal,2013,2013,2014,2013/08/14 00:00:00+00,2013/10/02 00:00:00+00,2014/04/09 00:00:00+00,243,13-0978.01.A.01,13-0978.01.A,1,13-0978.01,Procedure,1,13-0978,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,180
Internal,2013,2013,2014,2013/08/14 00:00:00+00,2013/10/02 00:00:00+00,2014/04/09 00:00:00+00,243,13-0978.02.A.01,13-0978.02.A,1,13-0978.02,Force,1,13-0978,2,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,181
Internal,2013,2013,2014,2013/08/14 00:00:00+00,2013/10/02 00:00:00+00,2014/04/09 00:00:00+00,243,13-0978.02.B.01,13-0978.02.B,1,13-0978.02,Force,2,13-0978,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,182
Internal,2013,2013,2014,2013/08/14 00:00:00+00,2013/10/02 00:00:00+00,2014/04/09 00:00:00+00,243,13-0978.02.C.01,13-0978.02.C,1,13-0978.02,Force,3,13-0978,4,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,183
Citizen,2013,2013,2014,2013/08/25 00:00:00+00,2013/08/27 00:00:00+00,2014/08/13 00:00:00+00,223,13-0856.01.A.01,13-0856.01.A,1,13-0856.01,Force,1,13-0856,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,184
