Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.02,14-0404.01.B,2,14-0404.01,Force,9,14-0404,9,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,702
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.03,14-0404.01.B,3,14-0404.01,Force,10,14-0404,10,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,703
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.04,14-0404.01.B,4,14-0404.01,Force,11,14-0404,11,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,704
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.05,14-0404.01.B,5,14-0404.01,Force,12,14-0404,12,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,705
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.06,14-0404.01.B,6,14-0404.01,Force,13,14-0404,13,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,706
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.B.07,14-0404.01.B,7,14-0404.01,Force,14,14-0404,14,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,707
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.01.D.03,16-0327.01.D,3,16-0327.01,Force,7,16-0327,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,1,1,708
Internal,2014,2014,2016,2014/09/26 00:00:00+00,2014/09/26 00:00:00+00,2016/03/21 00:00:00+00,253,14-0787.04.B.02,14-0787.04.B,2,14-0787.04,Procedure,4,14-0787,43,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,709
Internal,2014,2014,2016,2014/09/26 00:00:00+00,2014/09/26 00:00:00+00,2016/03/21 00:00:00+00,253,14-0787.04.C.01,14-0787.04.C,1,14-0787.04,Procedure,5,14-0787,44,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,710
Internal,2014,2014,2016,2014/09/26 00:00:00+00,2014/09/26 00:00:00+00,2016/03/21 00:00:00+00,253,14-0787.04.C.02,14-0787.04.C,2,14-0787.04,Procedure,6,14-0787,45,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,711
Citizen,2014,2014,2015,2014/09/30 00:00:00+00,2014/10/21 00:00:00+00,2015/02/04 00:00:00+00,225,14-0889.01.A.01,14-0889.01.A,1,14-0889.01,Courtesy,1,14-0889,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,712
Citizen,2014,2014,2015,2014/09/30 00:00:00+00,2014/10/21 00:00:00+00,2015/02/04 00:00:00+00,225,14-0889.02.A.01,14-0889.02.A,1,14-0889.02,Force,1,14-0889,2,Unprovable,0,1,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,713
Citizen,2014,2014,2015,2014/09/30 00:00:00+00,2014/10/21 00:00:00+00,2015/02/04 00:00:00+00,225,14-0889.03.A.01,14-0889.03.A,1,14-0889.03,Procedure,1,14-0889,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,714
Citizen,2014,2014,2015,2014/09/30 00:00:00+00,2014/10/21 00:00:00+00,2015/02/04 00:00:00+00,225,14-0889.03.A.02,14-0889.03.A,2,14-0889.03,Procedure,2,14-0889,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,715
Citizen,2014,2014,2015,2014/09/30 00:00:00+00,2014/10/21 00:00:00+00,2015/02/04 00:00:00+00,225,14-0889.03.A.03,14-0889.03.A,3,14-0889.03,Procedure,3,14-0889,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,716
Internal,2014,2014,2015,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,2015/06/24 00:00:00+00,215,14-0938.01.A.01,14-0938.01.A,1,14-0938.01,Force,1,14-0938,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,717
Internal,2014,2014,2015,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,2015/06/24 00:00:00+00,215,14-0938.01.A.02,14-0938.01.A,2,14-0938.01,Force,2,14-0938,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,718
Internal,2014,2014,2015,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,2015/06/24 00:00:00+00,215,14-0938.01.A.03,14-0938.01.A,3,14-0938.01,Force,3,14-0938,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,719
Internal,2014,2014,2015,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,2015/06/24 00:00:00+00,215,14-0938.01.A.04,14-0938.01.A,4,14-0938.01,Force,4,14-0938,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,720
Citizen,2014,2014,2015,2014/11/16 00:00:00+00,2014/11/18 00:00:00+00,2015/06/23 00:00:00+00,209,14-1035.01.A.01,14-1035.01.A,1,14-1035.01,Procedure,1,14-1035,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,721
Citizen,2014,2014,2015,2014/11/16 00:00:00+00,2014/11/19 00:00:00+00,2015/06/23 00:00:00+00,209,14-1035.02.A.01,14-1035.02.A,1,14-1035.02,Force,1,14-1035,2,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,722
Citizen,2014,2014,2015,2014/11/16 00:00:00+00,2014/11/20 00:00:00+00,2015/06/23 00:00:00+00,209,14-1035.03.A.01,14-1035.03.A,1,14-1035.03,Procedure,1,14-1035,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,723
Citizen,2014,2014,2015,2014/11/16 00:00:00+00,2014/11/21 00:00:00+00,2015/06/23 00:00:00+00,209,14-1035.03.A.02,14-1035.03.A,2,14-1035.03,Procedure,2,14-1035,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,724
Citizen,2014,2014,2015,2014/11/16 00:00:00+00,2014/11/22 00:00:00+00,2015/06/23 00:00:00+00,209,14-1035.04.A.01,14-1035.04.A,1,14-1035.04,Courtesy,1,14-1035,5,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,725
Internal,2014,2014,2015,2014/12/15 00:00:00+00,2014/12/15 00:00:00+00,2015/09/08 00:00:00+00,221,14-1017.01.A.01,14-1017.01.A,1,14-1017.01,Force,1,14-1017,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,726
Citizen,2015,2015,2015,2015/01/16 00:00:00+00,2015/02/04 00:00:00+00,2015/09/14 00:00:00+00,213,15-0097.01.A.01,15-0097.01.A,1,15-0097.01,Force,1,15-0097,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,727
Citizen,2015,2015,2015,2015/01/16 00:00:00+00,2015/02/04 00:00:00+00,2015/09/14 00:00:00+00,213,15-0097.01.B.01,15-0097.01.B,1,15-0097.01,Force,2,15-0097,2,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,728
Citizen,2015,2015,2015,2015/01/16 00:00:00+00,2015/02/04 00:00:00+00,2015/09/14 00:00:00+00,213,15-0097.02.A.01,15-0097.02.A,1,15-0097.02,Courtesy,1,15-0097,3,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,729
Citizen,2015,2015,2015,2015/01/16 00:00:00+00,2015/02/04 00:00:00+00,2015/09/14 00:00:00+00,213,15-0097.03.A.01,15-0097.03.A,1,15-0097.03,Procedure,1,15-0097,4,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,730
Citizen,2015,2015,2015,2015/01/16 00:00:00+00,2015/02/04 00:00:00+00,2015/09/14 00:00:00+00,213,15-0097.04.A.01,15-0097.04.A,1,15-0097.04,Procedure,1,15-0097,5,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,731
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.A.01,15-0089.01.A,1,15-0089.01,Force,1,15-0089,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,732
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.B.01,15-0089.01.B,1,15-0089.01,Force,2,15-0089,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,733
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.C.01,15-0089.01.C,1,15-0089.01,Force,3,15-0089,3,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,734
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.C.02,15-0089.01.C,2,15-0089.01,Force,4,15-0089,4,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,735
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.D.01,15-0089.01.D,1,15-0089.01,Force,5,15-0089,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,736
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.01.D.02,15-0089.01.D,2,15-0089.01,Force,6,15-0089,6,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,737
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.02.A.01,15-0089.02.A,1,15-0089.02,Courtesy,1,15-0089,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,738
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.02.A.02,15-0089.02.A,2,15-0089.02,Courtesy,2,15-0089,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,739
Citizen,2015,2015,2015,2015/02/02 00:00:00+00,2015/02/03 00:00:00+00,2015/02/10 00:00:00+00,205,15-0089.02.B.01,15-0089.02.B,1,15-0089.02,Courtesy,3,15-0089,9,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,740
Citizen,2015,2015,2015,2015/02/16 00:00:00+00,2015/02/22 00:00:00+00,2015/07/06 00:00:00+00,265,15-0138.01.A.01,15-0138.01.A,1,15-0138.01,Force,1,15-0138,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,741
Citizen,2015,2015,2015,2015/02/16 00:00:00+00,2015/02/22 00:00:00+00,2015/07/06 00:00:00+00,265,15-0138.01.A.02,15-0138.01.A,2,15-0138.01,Force,2,15-0138,2,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,742
Citizen,2015,2015,2015,2015/02/16 00:00:00+00,2015/02/22 00:00:00+00,2015/07/06 00:00:00+00,265,15-0138.02.A.01,15-0138.02.A,1,15-0138.02,Procedure,1,15-0138,3,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,743
Citizen,2015,2015,2015,2015/02/16 00:00:00+00,2015/02/22 00:00:00+00,2015/07/06 00:00:00+00,265,15-0138.02.A.02,15-0138.02.A,2,15-0138.02,Procedure,2,15-0138,4,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,744
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.01.A.01,15-0132.01.A,1,15-0132.01,Force,1,15-0132,1,Sustained,1,1,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,745
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.02.A.01,15-0132.02.A,1,15-0132.02,Force,1,15-0132,2,Sustained,1,1,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,746
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.03.A.01,15-0132.03.A,1,15-0132.03,Force,1,15-0132,3,Sustained,1,1,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,747
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.04.A.01,15-0132.04.A,1,15-0132.04,Force,1,15-0132,4,Sustained,1,1,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,748
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.05.A.01,15-0132.05.A,1,15-0132.05,Procedure,1,15-0132,5,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,749
Internal,2015,2015,2015,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,2015/07/29 00:00:00+00,209,15-0132.06.A.01,15-0132.06.A,1,15-0132.06,Procedure,1,15-0132,6,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,750
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0482.01.A.01,15-0482.01.A,1,15-0482.01,Conduct,1,15-0482,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,751
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0482.02.A.01,15-0482.02.A,1,15-0482.02,Force,1,15-0482,2,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,752
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0482.02.B.01,15-0482.02.B,1,15-0482.02,Force,2,15-0482,3,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,753
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.A.01,16-0327.02.A,1,16-0327.02,Procedure,1,16-0327,8,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,754
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.B.01,16-0327.02.B,1,16-0327.02,Procedure,2,16-0327,9,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,1,1,0,1,1,755
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.C.01,16-0327.02.C,1,16-0327.02,Procedure,3,16-0327,10,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,756
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.C.02,16-0327.02.C,2,16-0327.02,Procedure,4,16-0327,11,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,757
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.D.01,16-0327.02.D,1,16-0327.02,Procedure,5,16-0327,12,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,758
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.02.E.01,16-0327.02.E,1,16-0327.02,Procedure,6,16-0327,13,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,759
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.03.A.01,16-0327.03.A,1,16-0327.03,Procedure,1,16-0327,14,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,760
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.03.B.01,16-0327.03.B,1,16-0327.03,Procedure,2,16-0327,15,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,761
Internal,2016,2016,2017,2016/02/03 00:00:00+00,2016/05/04 00:00:00+00,2017/05/02 00:00:00+00,221,16-0327.03.C.01,16-0327.03.C,1,16-0327.03,Procedure,3,16-0327,16,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,762
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.A.01,16-0450.01.A,1,16-0450.01,Force,1,16-0450,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,763
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.A.02,16-0450.01.A,2,16-0450.01,Force,2,16-0450,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,764
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.B.01,16-0450.01.B,1,16-0450.01,Force,3,16-0450,3,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,765
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.B.02,16-0450.01.B,2,16-0450.01,Force,4,16-0450,4,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,766
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.C.01,16-0450.01.C,1,16-0450.01,Force,5,16-0450,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,767
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.01.C.02,16-0450.01.C,2,16-0450.01,Force,6,16-0450,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,768
Citizen,2016,2016,2017,2016/02/23 00:00:00+00,2016/06/02 00:00:00+00,2017/05/10 00:00:00+00,265,16-0450.02.A.01,16-0450.02.A,1,16-0450.02,Procedure,1,16-0450,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,769
Citizen,2016,2016,2016,2016/02/27 00:00:00+00,2016/02/27 00:00:00+00,2016/09/13 00:00:00+00,253,16-0141.01.A.01,16-0141.01.A,1,16-0141.01,Procedure,1,16-0141,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,770
Internal,2016,2016,2016,2016/03/07 00:00:00+00,2016/03/07 00:00:00+00,2016/06/23 00:00:00+00,201,16-0157.01.A.01,16-0157.01.A,1,16-0157.01,Force,1,16-0157,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,771
Citizen,2016,2016,2017,2016/03/14 00:00:00+00,2016/07/25 00:00:00+00,2017/05/25 00:00:00+00,219,16-0579.01.A.01,16-0579.01.A,1,16-0579.01,Procedure,1,16-0579,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,772
Citizen,2016,2016,2017,2016/03/14 00:00:00+00,2016/07/25 00:00:00+00,2017/05/25 00:00:00+00,219,16-0579.02.A.01,16-0579.02.A,1,16-0579.02,Force,1,16-0579,2,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,773
Citizen,2016,2016,2017,2016/03/14 00:00:00+00,2016/07/25 00:00:00+00,2017/05/25 00:00:00+00,219,16-0579.02.B.01,16-0579.02.B,1,16-0579.02,Force,2,16-0579,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,774
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.A.01,16-0229.01.A,1,16-0229.01,Force,1,16-0229,1,Exonerated,0,1,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,775
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.B.01,16-0229.01.B,1,16-0229.01,Force,2,16-0229,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,776
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.C.01,16-0229.01.C,1,16-0229.01,Force,3,16-0229,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,777
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.C.02,16-0229.01.C,2,16-0229.01,Force,4,16-0229,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,778
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.C.03,16-0229.01.C,3,16-0229.01,Force,5,16-0229,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,779
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.D.01,16-0229.01.D,1,16-0229.01,Force,6,16-0229,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,780
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.D.02,16-0229.01.D,2,16-0229.01,Force,7,16-0229,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,781
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.D.03,16-0229.01.D,3,16-0229.01,Force,8,16-0229,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,782
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.E.01,16-0229.01.E,1,16-0229.01,Force,9,16-0229,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,783
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.E.02,16-0229.01.E,2,16-0229.01,Force,10,16-0229,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,784
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.E.03,16-0229.01.E,3,16-0229.01,Force,11,16-0229,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,785
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.F.01,16-0229.01.F,1,16-0229.01,Force,12,16-0229,12,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,786
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.F.02,16-0229.01.F,2,16-0229.01,Force,13,16-0229,13,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,787
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.F.03,16-0229.01.F,3,16-0229.01,Force,14,16-0229,14,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,788
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.G.01,16-0229.01.G,1,16-0229.01,Force,15,16-0229,15,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,789
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.G.02,16-0229.01.G,2,16-0229.01,Force,16,16-0229,16,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,790
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.G.03,16-0229.01.G,3,16-0229.01,Force,17,16-0229,17,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,791
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.H.01,16-0229.01.H,1,16-0229.01,Force,18,16-0229,18,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,792
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.H.02,16-0229.01.H,2,16-0229.01,Force,19,16-0229,19,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,793
