X,Y,OBJECTID,CONAME,ADDR,CITY,STATE_NAME,ZIP,NAICS,SIC,EMPNUM,SALESVOL,DESC_,LATITUDE,LONGITUDE
-77.599531,43.1594200000002,1,384 Church Ave Llc,38 Windsor St,Rochester,New York,14605,81311008,866107,5,0,"384 Church Ave Llc, 38 Windsor St, Rochester, New York, 14605",43.1594200000002,-77.599531
-77.599531,43.1594200000002,2,384 Church Ave Llc,Windsor St,Rochester,New York,14605,81311008,866107,5,0,"384 Church Ave Llc, Windsor St, Rochester, New York, 14605",43.1594200000002,-77.599531
-77.599531,43.1594200000002,3,384 Church Ave Llc,Windsor St,Rochester,New York,14605,81311008,866107,5,0,"384 Church Ave Llc, Windsor St, Rochester, New York, 14605",43.1594200000002,-77.599531
-77.5666409999999,43.1656900000001,4,441 Ministries,441 Parsells Ave,Rochester,New York,14609,81311021,866110,2,0,"441 Ministries, 441 Parsells Ave, Rochester, New York, 14609",43.1656900000001,-77.5666409999999
-77.5666409999999,43.1656900000001,5,441 Ministries,Parsells Ave,Rochester,New York,14609,81311021,866110,2,0,"441 Ministries, Parsells Ave, Rochester, New York, 14609",43.1656900000001,-77.5666409999999
-77.5666409999999,43.1656900000001,6,441 Ministries,Parsells Ave,Rochester,New York,14609,81311021,866110,2,0,"441 Ministries, Parsells Ave, Rochester, New York, 14609",43.1656900000001,-77.5666409999999
-77.6147509999999,43.2486800000001,7,Abundant Grace Church,4292 Lake Ave # 3,Rochester,New York,14612,81311008,866107,2,0,"Abundant Grace Church, 4292 Lake Ave # 3, Rochester, New York, 14612",43.2486800000001,-77.6147509999999
-77.6147509999999,43.2486800000001,8,Abundant Grace Church,Lake Ave,Rochester,New York,14612,81311008,866107,2,0,"Abundant Grace Church, Lake Ave, Rochester, New York, 14612",43.2486800000001,-77.6147509999999
-77.6147509999999,43.2486800000001,9,Abundant Grace Church,Lake Ave,Rochester,New York,14612,81311008,866107,2,0,"Abundant Grace Church, Lake Ave, Rochester, New York, 14612",43.2486800000001,-77.6147509999999
-77.636763,43.1581300000001,10,Abundant Life Faith Ministry,83 Whitney St,Rochester,New York,14611,81311008,866107,3,0,"Abundant Life Faith Ministry, 83 Whitney St, Rochester, New York, 14611",43.1581300000001,-77.636763
